8/3/2017,10:25:31,YJ5147E07,132X0001,1030049188,FA20
8/3/2017,10:26:23,YJ5147E07,132X0002,1030049189,FA20
8/3/2017,10:28:42,YJ5147E07,132X0003,1030049190,FA20
8/3/2017,10:33:03,YJ5147E07,132X0004,1030049191,FA20
8/3/2017,10:36:02,YJ5147E07,132X0005,1030049192,FA20
8/3/2017,10:37:28,YJ5147E07,132X0006,1030049193,FA20
8/3/2017,10:39:01,YJ5147E07,132X0007,1030049194,FA20
8/3/2017,10:41:21,YJ5147E07,132X0008,1030049195,FA20
8/3/2017,10:43:38,YJ5147E07,132X0009,1030049196,FA20
8/3/2017,10:47:19,YJ5147E07,132X0010,1030049197,FA20
8/3/2017,10:48:35,YJ5147E07,132X0011,1030049198,FA20
8/3/2017,10:49:40,YJ5147E07,132X0012,1030049199,FA20
8/3/2017,10:52:59,YJ5147E07,132X0013,1030049200,FA20
8/3/2017,10:53:33,YJ5147E07,132X0014,1030049201,FA20
8/3/2017,10:54:58,YJ5147E07,132X0015,1030049202,FA20
8/3/2017,10:56:40,YJ5147E07,132X0016,1030049203,FA20
8/3/2017,10:59:32,YJ5147E07,132X0017,1030049204,FA20
8/3/2017,11:00:27,YJ5147E07,132X0018,1030049205,FA20
8/3/2017,11:01:57,YJ5147E07,132X0019,1030049206,FA20
8/3/2017,11:03:33,YJ5147E07,132X0020,1030049207,FA20
8/3/2017,11:05:03,YJ5147E07,132X0021,1030049208,FA20
8/3/2017,11:06:44,YJ5147E07,132X0022,1030049209,FA20
8/3/2017,11:08:12,YJ5147E07,132X0023,1030049210,FA20
8/3/2017,11:10:17,YJ5147E07,132X0024,1030049211,FA20
8/3/2017,11:11:19,YJ5147E07,132X0025,1030049212,FA20
8/3/2017,11:14:25,YJ5147E07,132X0026,1030049213,FA20
8/3/2017,11:16:16,YJ5147E07,132X0027,1030049214,FA20
8/3/2017,11:17:05,YJ5147E07,132X0028,1030049215,FA20
8/3/2017,11:19:55,YJ5147E07,132X0030,1030049217,FA20
8/3/2017,11:20:39,YJ5147E07,132X0029,1030049216,FA20
8/3/2017,11:22:00,YJ5147E07,132X0031,1030049218,FA20
8/3/2017,11:22:49,YJ5147E07,132X0032,1030049219,FA20
8/3/2017,11:26:01,YJ5147E07,132X0033,1030049220,FA20
8/3/2017,11:27:22,YJ5147E07,132X0034,1030049221,FA20
8/3/2017,11:28:27,YJ5147E07,132X0035,1030049222,FA20
8/3/2017,11:29:18,YJ5147E07,132X0036,1030049223,FA20
8/3/2017,11:32:45,YJ5147E07,132X0037,1030049224,FA20
8/3/2017,11:36:09,YJ5147E07,132X0038,1030049225,FA20
8/3/2017,11:37:54,YJ5147E07,132X0039,1030049226,FA20
8/3/2017,11:39:22,YJ5147E07,132X0040,1030049227,FA20
8/3/2017,11:41:10,YJ5147E07,132X0041,1030049228,FA20
8/3/2017,11:42:36,YJ5147E07,132X0042,1030049229,FA20
8/3/2017,11:44:20,YJ5147E07,132X0043,1030049230,FA20
8/3/2017,11:45:30,YJ5147E07,132X0044,1030049231,FA20
8/3/2017,11:46:37,YJ5147E07,132X0045,1030049232,FA20
8/3/2017,11:47:33,YJ5147E07,132X0046,1030049233,FA20
8/3/2017,11:53:10,YJ5147E07,132X0047,1030049234,FA20
8/3/2017,11:53:56,YJ5147E07,132X0048,1030049235,FA20
8/3/2017,12:45:14,YJ5147E07,132X0049,1030049236,FA20
8/4/2017,6:59:25,YJ5147E07,132X0050,1030049237,FA20
8/4/2017,7:22:06,YJ5147E07,132X0051,1030049238,FA20
8/4/2017,11:23:46,YJ5162K00,132X0001,1030049876,FA20
8/4/2017,11:25:35,YJ5162K00,132X0002,1030049877,FA20
8/4/2017,11:26:08,YJ5162K00,132X0003,1030049878,FA20
8/4/2017,11:27:29,YJ5162K00,132X0004,1030049879,FA20
8/4/2017,11:28:41,YJ5162K00,132X0005,1030049880,FA20
8/4/2017,11:29:33,YJ5162K00,132X0006,1030049881,FA20
8/4/2017,11:30:37,YJ5162K00,132X0007,1030049882,FA20
8/4/2017,11:31:55,YJ5162K00,132X0008,1030049883,FA20
8/4/2017,11:32:28,YJ5162K00,132X0009,1030049884,FA20
8/4/2017,11:33:19,YJ5162K00,132X0010,1030049885,FA20
8/4/2017,11:34:47,YJ5162K00,132X0011,1030049886,FA20
8/4/2017,11:36:11,YJ5162K00,132X0013,1030049888,FA20
8/4/2017,11:37:15,YJ5162K00,132X0012,1030049887,FA20
8/4/2017,11:38:31,YJ5162K00,132X0014,1030049889,FA20
8/4/2017,11:39:11,YJ5162K00,132X0015,1030049890,FA20
8/4/2017,11:40:07,YJ5162K00,132X0016,1030049891,FA20
8/4/2017,11:40:48,YJ5162K00,132X0017,1030049892,FA20
8/4/2017,11:41:54,YJ5162K00,132X0018,1030049893,FA20
8/4/2017,11:42:18,YJ5162K00,132X0019,1030049894,FA20
8/4/2017,11:43:08,YJ5162K00,132X0020,1030049895,FA20
8/4/2017,11:44:08,YJ5162K00,132X0021,1030049896,FA20
8/4/2017,11:45:28,YJ5162K00,132X0022,1030049897,FA20
8/4/2017,11:45:51,YJ5162K00,132X0023,1030049898,FA20
8/4/2017,11:47:31,YJ5162K00,132X0024,1030049899,FA20
8/4/2017,11:48:25,YJ5162K00,132X0025,1030049900,FA20
8/4/2017,11:48:55,YJ5162K00,132X0026,1030049901,FA20
8/4/2017,11:50:19,YJ5162K00,132X0027,1030049902,FA20
8/4/2017,11:50:49,YJ5162K00,132X0028,1030049903,FA20
8/4/2017,11:52:27,YJ5162K00,132X0029,1030049904,FA20
8/4/2017,11:53:25,YJ5162K00,132X0210,1030049905,FA20
8/4/2017,11:54:37,YJ5162K00,132X0211,1030049906,FA20
8/4/2017,11:57:23,YJ5162K00,132X0212,1030049907,FA20
8/4/2017,11:58:23,YJ5162K00,132X0213,1030049908,FA20
8/4/2017,12:05:17,YJ5162K00,132X0030,1030049909,FA20
8/4/2017,12:05:46,YJ5162K00,132X0031,1030049910,FA20
